dealer,city,model,sales,date
Eridon,Ternopil,3S-4000F,80812.38,2014
Albion,Vinnytsya,CPH-2000,40748.32,2008
Albion,Vinnytsya,3S-4000F,69277.72,2010
Albion,Vinnytsya,CPH-2000,48333.72,2010
Albion,Vinnytsya,CPH-2000,47587.15,2012
Albion,Vinnytsya,CPH-2000,50515.59,2012
Albion,Vinnytsya,NTA3510,94956.06,2008
Albion,Vinnytsya,PD8070,30300.8,2010
Albion,Vinnytsya,NTA3510,94956.06,2008
Albion,Vinnytsya,NTA907,90895.98,2011
Albion,Vinnytsya,YP4025F,95482.2,2010
Albion,Vinnytsya,YP4025A,156498.54,2014
Albion,Vinnytsya,NTA907,103215.45,2013
Albion,Vinnytsya,1625AHD-32TR70,140559.4,2015
Albion,Vinnytsya,PD8070,29437.2,2008
Albion,Vinnytsya,NTA3510,94956.06,2008
Albion,Vinnytsya,PD8070,29437.2,2008
Amaco,Vinnytsya,3S4000HDF,88538.78,2008
Amaco,Vinnytsya,CPH-2000,49142.92,2011
Amaco,Vinnytsya,CPH-2000,49142.92,2011
Amaco,Vinnytsya,CPH-2000,49142.92,2011
Amaco,Vinnytsya,PD8070,33608.53,2012
Amaco,Vinnytsya,PD8070,33608.53,2012
Amaco,Vinnytsya,CPH-2000,51310.99,2012
Amaco,Vinnytsya,CPH-2000,52756.37,2012
Amaco,Vinnytsya,PD8070,33676.01,2012
Amaco,Vinnytsya,YP1630F,91391.88,2013
Amaco,Vinnytsya,2SF30,58653.81,2013
Amaco,Vinnytsya,2SF30,61512.72,2014
Amaco,Vinnytsya,YP1630F,100299.08,2014
Agroresurs,Vinnytsya,3S3000HDF,54981.6,2010
Agroresurs,Vinnytsya,3S4000HDF,82987.88,2010
Agroresurs,Vinnytsya,3S4000HDF,82987.88,2010
Agroresurs,Vinnytsya,PD8070,30304.88,2010
Agroresurs,Vinnytsya,PD8070,30304.88,2010
Agroresurs,Vinnytsya,PD8070,30304.88,2010
Agroresurs,Vinnytsya,PD8070,30304.88,2010
Agroresurs,Vinnytsya,PD8070,31432.26,2011
Agroresurs,Vinnytsya,PD8070,31432.26,2011
Agroresurs,Vinnytsya,PD8070,31241.78,2011
Agroresurs,Vinnytsya,YP1630F,83577,2013
Agroresurs,Vinnytsya,YP825A,33160.88,2013
Agroresurs,Vinnytsya,PD8070,32253.08,2013
Agroresurs,Vinnytsya,PD8070,32253.08,2013
Agroresurs,Vinnytsya,YP825A,33160.88,2013
Novofarm,Vinnytsya,PFH-2000," 50,979.06 ",2014
Eridon,Vinnytsya,YP4025F,95482.2,2010
Eridon,Vinnytsya,YP4025F,95482.2,2010
Eridon,Vinnytsya,CPH-1500,38757.96,2010
Eridon,Vinnytsya,CPH-1500,38757.96,2010
Eridon,Vinnytsya,3S-3000F,58448.72,2011
Eridon,Vinnytsya,8328DV,36441.9,2011
Eridon,Vinnytsya,PD8070,31241.78,2011
Eridon,Vinnytsya,CPH-2000,46947.12,2011
Eridon,Vinnytsya,PD8070,32195.96,2012
Eridon,Vinnytsya,PD8070,30857.45,2012
Eridon,Vinnytsya,PD8070,30857.45,2012
Eridon,Vinnytsya,PD8070,30857.45,2012
Eridon,Vinnytsya,CPH-1500,38560.6,2012
Eridon,Vinnytsya,YP1630F,90067.36,2013
Eridon,Vinnytsya,YP1630F,90067.36,2013
Eridon,Vinnytsya,YP1630F,90067.36,2013
Eridon,Vinnytsya,PFH-2000,52019.32,2013
Eridon,Vinnytsya,2SF30,47121.28,2013
Eridon,Vinnytsya,3S-4000F,80692.88,2013
Eridon,Vinnytsya,YP825A,32185.56,2013
Eridon,Vinnytsya,PD8070,32727.39,2013
Eridon,Vinnytsya,PD8070,32727.39,2013
Eridon,Vinnytsya,2SF30,45735.36,2013
Eridon,Vinnytsya,2SF30,45735.36,2013
Eridon,Vinnytsya,CPH-1500,40151.1,2014
Eridon,Vinnytsya,PD8070,31929.48,2014
Albion,Volyn,CPH-2000,47587.15,2012
Amaco,Volyn,CPH-2000,47729.2,2011
Amaco,Volyn,PD8070,33608.53,2012
Amaco,Volyn,CPH-2000,51310.99,2012
Amaco,Volyn,PFH-2000,52871.57,2013
Agroresurs,Volyn,PD8070,30304.88,2010
Agroresurs,Volyn,PD8070,30304.88,2010
GPU,Volyn,NTA607,62034.1,2010
Albion,Zaporizhzhya,CPH-2000,40748.32,2008
Albion,Zaporizhzhya,CPH-2000,40748.32,2008
Albion,Zaporizhzhya,CPH-2000,40748.32,2008
Albion,Zaporizhzhya,CPH-2000,40748.32,2008
Albion,Zaporizhzhya,CPH-2000,47385.8,2009
Albion,Zaporizhzhya,CPH-2000,47587.15,2011
Albion,Zaporizhzhya,CPH-2000,47587.15,2012
Albion,Zaporizhzhya,3S-4000F,74637.48,2010
Albion,Zaporizhzhya,CPH-2000,47587.15,2013
Albion,Zaporizhzhya,CPH-1500,40810.2,2011
Albion,Zaporizhzhya,TSF-1090,34793.56,2011
Albion,Zaporizhzhya,8544FC,35691.16,2008
Albion,Zaporizhzhya,8544FC,40485.84,2010
Albion,Zaporizhzhya,8544FC,40485.84,2010
Albion,Zaporizhzhya,8544FCF,46165.2,2011
Albion,Zaporizhzhya,8539FCC,39004.55,2011
Albion,Zaporizhzhya,8544FCC,45111.95,2012
Albion,Zaporizhzhya,8544FCC,45518.85,2013
Albion,Zaporizhzhya,8544FCC,45518.85,2013
Albion,Zaporizhzhya,8544FCC,45518.85,2013
Albion,Zaporizhzhya,CPH-2000,48333.72,2010
Albion,Zaporizhzhya,CPH-2000,48333.72,2010
Albion,Zaporizhzhya,CPH-2000,48333.72,2010
Albion,Zaporizhzhya,CPH-2000,49783.48,2011
Albion,Zaporizhzhya,CPH-2000,49783.48,2011
Albion,Zaporizhzhya,CPH-2000,47587.15,2012
Albion,Zaporizhzhya,CPH-2000,46974.85,2012
Albion,Zaporizhzhya,CPH-2000,46974.85,2012
Albion,Zaporizhzhya,CPH-2000,47587.15,2013
Albion,Zaporizhzhya,PD8070,29437.2,2008
Albion,Zaporizhzhya,NTA3010,108600.28,2008
Albion,Zaporizhzhya,PD8070,30768.33,2011
Albion,Zaporizhzhya,PD8070,30768.33,2011
Albion,Zaporizhzhya,PD8070,29437.2,2008
Albion,Zaporizhzhya,NTA907,93653.95,2011
Albion,Zaporizhzhya,NTA907,103215.45,2012
Albion,Zaporizhzhya,NTA907,103215.45,2013
Albion,Zaporizhzhya,NTA907,106391.31,2014
Albion,Zaporizhzhya,3S-3000F,56645.36,2011
Albion,Zaporizhzhya,PD8070,29437.2,2008
Albion,Zaporizhzhya,PD8070,29437.2,2008
Albion,Zaporizhzhya,PD8070,29437.2,2008
Amaco,Zaporizhzhya,NTA3510,132522.38,2008
Amaco,Zaporizhzhya,NTA907,102298.93,2012
Agroresurs,Zaporizhzhya,PD8070,29437.2,2009
Agroresurs,Zaporizhzhya,PD8070,29437.2,2009
Agroresurs,Zaporizhzhya,PD8070,29437.2,2010
Agroresurs,Zaporizhzhya,PD8070,31432.26,2011
Agroresurs,Zaporizhzhya,3S-4000F,80692.88,2012
Agroresurs,Zaporizhzhya,8539FCC,41829.45,2012
Agroresurs,Zaporizhzhya,PFH-2000,50893.26,2013
Agroresurs,Zaporizhzhya,PFH-2000,50893.26,2013
GPU,Zaporizhzhya,YP4025,86253.16,2010
GPU,Zaporizhzhya,NTA907,83201.52,2010
GPU,Zaporizhzhya,CTA4000,100748.34,2010
GPU,Zaporizhzhya,3S-5000F,84670.3,2013
Eridon,Zaporizhzhya,PD8070,30300.8,2010
Eridon,Zaporizhzhya,8336FCC,32514.88,2011
Eridon,Zaporizhzhya,8336FCC,30733.95,2012
Albion,Zhytomyr,6537FC,36407.2,2010
Albion,Zhytomyr,CPH-2000,42647.4,2009
Albion,Zhytomyr,NTA90,90276.12,2011
Albion,Zhytomyr,3S4000HDF,63429.72,2008
Albion,Zhytomyr,CPH-2000,42647.4,2009
Albion,Zhytomyr,CPH-2000,42647.4,2009
Amaco,Zhytomyr,3S-4000F,71996.36,2011
Amaco,Zhytomyr,CPH-2000,47729.2,2011
Amaco,Zhytomyr,PD8070,33608.53,2012
Amaco,Zhytomyr,PD8070,33608.53,2012
Amaco,Zhytomyr,3S-4000F,84252.86,2012
Amaco,Zhytomyr,3S-4000F,80462.79,2012
Amaco,Zhytomyr,2SF30,58653.81,2013
Amaco,Zhytomyr,2SF30,61512.72,2014
Amaco,Zhytomyr,3S-3000F,66608.12,2014
Agroresurs,Zhytomyr,PD8070,30830.15,2012
Agroresurs,Zhytomyr,PFH-2000,50893.26,2013
Agroresurs,Zhytomyr,3S-4000F,79246.2,2013
Agroresurs,Zhytomyr,YP825A,33160.88,2013
Technotorg,Zhytomyr,SSH-2000,37317.06,2014
Eridon,Zhytomyr,8328DV,34618.12,2011
Eridon,Zhytomyr,PD8070,31241.78,2011
Eridon,Zhytomyr,CPH-2000,46947.12,2011
Eridon,Zhytomyr,CPH-2000,46947.12,2011
Eridon,Zhytomyr,YP1630F,95642.68,2013
Eridon,Zhytomyr,YP825A,32185.56,2013
Eridon,Zhytomyr,PD8070,32727.39,2013
